Churn,Account Weeks,Contract Renewal,Data Plan,Data Usage,Cust Serv Calls,Day Mins,Monthly Charge,Overage Fee,Roam Mins
0,102,Yes,No,0.0,1,211.7,50.0,6.47,15.8
0,146,Yes,Yes,3.94,1,176.6,83.4,8.14,14.6
0,144,Yes,Yes,2.7,1,270.9,92.0,9.6,10.0
1,96,Yes,No,0.0,3,180.6,47.0,9.55,10.3
0,70,Yes,Yes,2.78,1,125.9,66.8,9.82,10.3
0,149,Yes,No,0.0,0,224.6,57.0,9.62,9.1
0,129,Yes,No,0.0,2,185.4,57.0,8.24,9.2
0,166,Yes,No,0.0,0,261.3,52.0,2.65,10.9
1,136,No,No,0.0,5,199.6,52.0,10.57,11.0
0,149,Yes,No,0.0,3,204.7,61.0,8.68,9.6
0,70,Yes,No,0.0,3,134.7,43.0,6.800000000000001,7.6
0,120,Yes,Yes,2.62,2,199.7,85.2,7.880000000000001,9.7
0,66,Yes,No,0.0,2,243.3,59.0,9.01,6.2
0,104,Yes,No,0.27,1,170.6,44.7,6.04,12.7
0,160,Yes,No,0.0,1,176.2,47.0,9.8,9.2
0,129,Yes,Yes,3.16,1,192.0,80.6,8.27,11.7
1,93,Yes,No,0.0,3,267.9,65.0,11.15,11.3
0,169,Yes,No,0.0,2,166.2,46.0,8.76,9.9
0,58,Yes,No,0.0,1,149.4,43.0,9.83,14.9
0,75,Yes,Yes,3.54,3,163.6,76.4,7.34,13.1
0,45,Yes,No,0.0,1,194.6,49.0,7.64,12.4
0,155,Yes,No,0.0,3,165.4,44.0,9.19,8.9
0,52,Yes,No,0.0,4,196.8,51.0,8.57,9.9
0,119,Yes,Yes,3.0,0,207.1,91.0,8.41,11.1
0,86,Yes,No,0.0,1,141.3,38.0,7.72,8.2
0,42,Yes,No,0.0,0,183.5,54.0,7.07,4.0
0,127,No,No,0.26,2,167.9,51.6,5.48,7.4
0,123,Yes,No,0.0,0,105.0,40.0,7.58,14.9
1,98,Yes,No,0.0,4,271.4,63.0,9.52,11.1
0,149,Yes,Yes,2.94,1,193.7,79.4,8.73,10.9
0,160,Yes,No,0.18,1,166.8,50.8,6.800000000000001,9.3
0,103,Yes,No,0.0,5,191.9,47.0,6.76,10.4
0,132,Yes,Yes,2.46,1,154.6,72.6,7.279999999999999,9.1
0,137,Yes,No,0.0,1,127.0,50.0,11.16,7.5
0,129,No,No,0.0,1,254.39999999999998,63.0,5.210000000000001,5.9
0,62,Yes,No,0.0,1,268.0,62.0,8.03,0.0
0,122,Yes,Yes,3.19,4,257.8,96.9,6.02,11.8
0,32,Yes,No,0.0,1,171.2,45.0,9.28,10.2
0,86,Yes,No,0.0,3,124.1,39.0,5.130000000000001,6.7
0,130,Yes,No,0.35,1,162.8,56.5,9.52,7.2
0,42,Yes,No,0.0,1,146.3,47.0,7.800000000000001,8.0
0,73,Yes,No,0.0,2,241.8,56.0,7.17,15.0
0,66,Yes,Yes,1.46,2,241.9,78.6,7.16,5.4
0,103,Yes,Yes,2.4,0,107.7,59.0,9.45,8.9
0,128,Yes,No,0.0,1,158.8,50.0,8.24,7.6
0,104,Yes,No,0.23,2,169.9,54.3,6.98,5.5
0,103,Yes,No,0.0,0,185.5,38.0,2.13,12.4
0,124,Yes,No,0.0,0,165.4,51.0,6.68,12.0
0,87,Yes,No,0.0,1,110.9,33.0,7.93,6.2
1,109,Yes,Yes,3.32,3,166.9,81.2,11.06,12.3
0,167,No,No,0.0,2,231.8,47.0,3.04,10.7
1,97,Yes,No,0.0,4,196.8,35.0,8.49,11.9
0,106,Yes,No,0.25,2,165.3,48.5,5.5,8.5
0,125,Yes,No,0.0,2,126.7,35.0,7.78,14.4
0,108,Yes,Yes,4.19,0,202.9,95.9,5.029999999999999,15.5
0,125,Yes,No,0.3,1,140.1,45.0,5.48,8.0
0,89,Yes,Yes,2.35,1,196.9,80.5,7.49,8.7
0,72,No,Yes,1.49,0,139.8,50.9,6.91,5.5
1,23,Yes,No,0.0,2,321.6,77.0,12.58,11.3
0,149,Yes,No,0.0,7,166.6,47.0,5.9399999999999995,8.2
0,73,Yes,No,0.0,0,201.2,54.0,9.84,5.9
1,61,Yes,No,0.0,3,260.0,63.0,10.53,9.0
1,161,Yes,No,0.16,4,191.9,40.6,3.55,13.4
0,73,Yes,No,0.0,0,200.0,53.0,9.44,13.5
0,118,Yes,Yes,4.56,1,118.1,75.6,5.48,16.9
0,23,Yes,No,0.0,6,177.2,47.0,8.32,15.0
0,127,Yes,Yes,1.38,0,82.2,41.8,8.17,5.1
0,42,Yes,Yes,2.19,0,163.8,64.9,8.89,8.1
1,118,Yes,No,0.0,5,267.8,73.0,15.82,14.4
0,45,Yes,No,0.0,2,159.8,38.0,6.02,10.6
0,50,Yes,Yes,2.86,1,201.3,90.6,9.49,10.6
1,179,No,No,0.0,0,287.3,74.0,14.4,10.5
0,152,Yes,No,0.22,2,101.2,32.2,7.08,7.5
0,105,Yes,No,0.0,2,102.8,42.0,9.09,13.2
0,72,Yes,No,0.0,0,109.1,29.0,5.79,8.3
0,52,Yes,No,0.0,1,202.9,56.0,5.85,5.2
0,125,Yes,No,0.0,1,190.4,46.0,6.44,11.0
0,143,Yes,No,0.29,1,110.1,36.9,8.45,9.2
0,65,Yes,No,0.0,1,111.0,38.0,5.99,4.4
0,80,Yes,No,0.0,1,226.9,53.0,7.12,9.3
0,1,Yes,No,0.0,1,144.8,35.0,5.63,13.8
0,60,Yes,No,0.0,1,135.4,41.0,5.300000000000001,7.9
0,43,Yes,No,0.0,1,84.2,22.0,4.04,10.8
0,143,Yes,No,0.0,0,196.1,45.0,5.31,14.0
0,81,Yes,Yes,3.08,0,130.1,69.8,9.8,11.4
0,205,Yes,Yes,2.11,2,175.8,65.1,7.75,7.8
0,24,Yes,No,0.0,1,228.9,54.0,7.26,6.6
0,74,Yes,No,0.0,0,136.7,43.0,6.43,9.8
0,77,Yes,No,0.0,1,67.7,29.0,9.79,12.0
0,74,Yes,No,0.0,1,187.4,61.0,10.46,10.0
1,74,No,No,0.0,3,201.8,40.0,10.39,14.1
0,200,Yes,No,0.0,1,128.2,34.0,6.66,11.2
0,86,Yes,No,0.0,4,213.3,58.0,6.15,13.0
0,91,Yes,Yes,2.48,0,162.3,72.8,6.699999999999999,9.2
0,76,Yes,No,0.0,2,211.4,51.0,7.4,6.7
0,130,Yes,No,0.0,1,120.5,37.0,9.49,14.3
0,56,Yes,No,0.32,2,91.1,34.2,8.97,11.9
0,117,Yes,No,0.0,0,168.8,50.0,7.07,15.5
0,63,Yes,No,0.36,2,153.5,54.6,9.37,6.5
0,126,Yes,No,0.0,0,213.2,51.0,7.02,6.4
0,132,Yes,No,0.31,1,178.9,54.1,5.35,12.6
1,81,Yes,Yes,2.48,4,167.9,69.8,9.54,9.2
0,122,Yes,No,0.0,2,167.0,43.0,7.25,11.5
1,46,Yes,No,0.0,4,257.4,66.0,13.06,13.4
0,150,Yes,Yes,2.97,1,174.4,74.7,8.5,11.0
0,99,Yes,No,0.0,1,159.7,41.0,7.77,8.4
0,87,Yes,No,0.0,1,224.2,60.0,6.130000000000001,11.0
0,108,Yes,No,0.0,1,103.0,39.0,7.119999999999999,7.9
0,101,Yes,No,0.0,4,153.8,47.0,6.699999999999999,11.6
0,53,Yes,No,0.22,3,192.1,51.2,8.03,10.7
0,132,Yes,Yes,2.32,2,175.7,69.2,9.36,8.6
0,158,Yes,No,0.0,2,155.9,46.0,6.210000000000001,8.6
0,114,Yes,Yes,2.78,0,154.4,73.8,6.07,10.3
0,77,Yes,Yes,1.92,2,196.7,71.2,9.18,7.1
0,144,No,No,0.27,0,150.0,52.7,9.3,9.4
0,91,Yes,Yes,3.32,3,219.4,89.2,9.3,12.3
0,58,Yes,No,0.0,2,165.4,38.0,5.79,12.8
0,5,Yes,No,0.0,3,186.2,50.0,9.37,13.3
0,97,Yes,No,0.29,0,204.6,67.9,11.030000000000001,4.2
0,107,Yes,No,0.47,3,199.1,53.7,7.51,7.7
0,142,Yes,Yes,2.92,1,154.0,70.2,8.29,10.8
0,9,Yes,Yes,3.59,1,180.8,86.9,5.130000000000001,13.3
0,73,Yes,No,0.0,0,175.4,51.0,7.41,12.2
1,48,Yes,Yes,4.24,4,228.0,90.4,12.94,15.7
0,43,Yes,No,0.36,0,217.2,58.6,9.34,9.2
1,122,Yes,Yes,3.65,3,174.9,87.5,12.41,13.5
0,93,Yes,No,0.42,0,177.2,59.2,8.11,8.8
0,85,Yes,No,0.0,1,176.4,50.0,6.25,11.5
0,59,Yes,No,0.28,3,160.9,51.8,7.5600000000000005,5.0
0,87,Yes,No,0.29,1,215.7,55.9,8.15,11.8
0,137,Yes,No,0.26,0,144.0,42.6,9.08,12.3
0,21,Yes,Yes,2.57,6,135.9,72.7,8.55,9.5
1,129,No,No,0.0,0,334.3,74.0,9.61,10.4
0,104,Yes,No,0.0,0,130.5,34.0,6.56,13.0
1,93,Yes,Yes,3.19,4,210.2,68.9,8.13,11.8
1,63,Yes,No,0.0,4,278.0,70.0,13.32,13.1
0,161,Yes,No,0.0,0,105.4,37.0,5.74,7.8
0,50,Yes,No,0.0,3,175.9,50.0,5.199999999999999,11.6
0,103,Yes,Yes,1.86,1,111.8,58.6,6.98,6.9
0,84,Yes,Yes,3.51,1,159.1,75.1,7.49,13.0
0,92,Yes,No,0.29,1,199.4,58.9,6.23,9.0
0,77,Yes,No,0.0,1,142.3,51.0,10.32,9.9
1,64,No,No,0.0,1,346.8,81.0,12.48,13.3
0,159,Yes,Yes,3.19,1,113.9,63.9,7.27,11.8
1,110,No,Yes,2.24,1,267.9,90.4,13.17,8.3
0,138,Yes,No,0.28,3,171.4,41.8,5.76,17.0
0,178,Yes,No,0.0,1,262.4,63.0,9.38,13.6
0,38,Yes,Yes,1.05,0,184.2,65.5,7.5,3.9
0,50,Yes,Yes,2.13,2,179.6,66.3,6.76,7.9
0,45,Yes,Yes,2.08,1,91.7,49.8,7.53,7.7
0,70,Yes,No,0.17,0,126.3,35.7,7.08,9.6
0,147,Yes,Yes,2.81,3,238.5,91.1,6.710000000000001,10.4
0,94,Yes,No,0.0,1,177.6,46.0,7.62,7.5
0,179,Yes,No,0.0,0,116.1,37.0,5.09,11.6
0,116,Yes,No,0.23,2,204.3,58.3,5.8100000000000005,11.3
0,59,Yes,No,0.0,0,166.4,51.0,6.630000000000001,14.7
0,165,Yes,No,0.0,0,194.7,50.0,8.24,7.9
1,133,Yes,No,0.0,2,277.3,67.0,11.42,12.8
0,140,Yes,No,0.0,1,125.3,36.0,8.38,8.4
0,93,Yes,Yes,1.84,2,138.1,56.4,8.37,6.8
0,52,Yes,Yes,2.21,0,169.3,70.1,6.300000000000001,8.2
0,64,Yes,Yes,3.32,1,188.3,80.2,7.19,12.3
0,12,No,No,0.0,2,203.7,47.0,5.83,9.8
0,48,Yes,No,0.0,2,177.4,60.0,10.88,8.3
0,181,Yes,No,0.0,1,143.3,41.0,9.78,6.0
0,168,Yes,Yes,3.08,2,97.4,64.8,5.18,11.4
0,155,Yes,No,0.0,3,168.4,46.0,8.39,11.3
0,105,Yes,No,0.0,0,233.4,64.0,7.8100000000000005,3.8
0,11,Yes,No,0.0,2,143.4,49.0,9.47,9.7
0,182,Yes,No,0.36,2,104.9,38.6,9.93,8.0
0,104,Yes,No,0.0,1,156.2,43.0,9.65,13.1
0,102,Yes,No,0.0,0,114.8,27.0,4.1,12.0
0,122,Yes,No,0.0,0,219.5,57.0,5.279999999999999,11.9
0,41,Yes,No,0.0,1,143.6,38.0,7.62,8.6
0,132,Yes,No,0.0,2,176.7,51.0,7.210000000000001,9.1
1,76,Yes,No,0.0,3,263.4,65.0,11.52,11.4
0,13,Yes,No,0.0,1,146.4,38.0,7.43,11.3
0,115,Yes,Yes,3.83,2,145.0,80.3,9.73,14.2
0,67,Yes,No,0.42,1,167.8,47.2,8.39,8.4
0,154,Yes,No,0.0,0,166.9,42.0,7.75,7.2
0,100,Yes,No,0.0,2,142.5,41.0,9.79,7.8
0,146,No,No,0.0,1,133.0,45.0,8.14,11.2
0,148,Yes,Yes,3.32,1,239.9,101.2,9.22,12.3
0,67,Yes,Yes,2.7,2,95.0,68.0,9.56,10.0
1,161,No,No,0.0,3,194.2,55.0,12.47,12.9
0,70,Yes,No,0.0,1,209.8,57.0,5.800000000000001,0.0
0,116,Yes,No,0.0,0,188.8,54.0,6.58,16.5
1,99,Yes,Yes,2.51,4,216.0,82.1,11.62,9.3
0,87,Yes,No,0.29,1,146.3,42.9,8.59,5.3
0,87,Yes,No,0.32,1,221.8,55.2,7.05,9.5
0,70,Yes,No,0.0,2,185.6,52.0,5.699999999999999,10.6
0,131,Yes,No,0.0,2,94.4,35.0,5.76,13.1
0,119,Yes,No,0.18,2,177.4,52.8,5.779999999999999,10.0
0,119,Yes,Yes,3.24,3,142.6,74.4,5.41,12.0
0,87,No,No,0.0,0,134.2,37.0,8.25,10.7
1,112,Yes,No,0.0,5,187.9,29.0,5.7,14.1
0,75,Yes,No,0.0,2,122.8,39.0,5.57,10.7
0,150,Yes,No,0.0,4,176.3,51.0,6.050000000000001,9.2
0,161,Yes,Yes,4.35,0,227.4,102.5,5.09,16.1
0,91,No,Yes,2.67,0,93.5,58.7,9.17,9.9
0,124,Yes,No,0.0,3,158.6,45.0,5.5600000000000005,10.2
0,94,No,No,0.0,4,230.2,54.0,7.35,7.2
0,217,Yes,No,0.0,4,176.4,44.0,7.94,9.3
0,158,Yes,No,0.31,0,207.9,62.1,7.109999999999999,6.4
0,102,Yes,No,0.33,0,144.4,51.3,8.33,7.1
0,85,Yes,No,0.0,0,199.3,56.0,6.42,7.7
0,79,Yes,No,0.0,1,147.0,40.0,8.29,8.4
0,139,Yes,Yes,3.48,2,96.2,66.8,8.95,12.9
0,103,Yes,No,0.0,0,250.39999999999998,60.0,8.96,10.3
0,98,No,No,0.0,1,12.5,24.0,7.83,7.7
0,78,Yes,No,0.21,2,162.3,46.1,9.62,10.1
0,50,Yes,No,0.0,1,170.6,37.0,2.93,8.7
0,161,Yes,No,0.0,1,165.1,43.0,7.33,8.5
0,67,Yes,No,0.0,0,188.4,43.0,4.88,7.0
0,86,Yes,Yes,3.59,1,123.0,68.9,6.7,13.3
0,92,Yes,No,0.0,0,195.0,53.0,9.95,8.6
0,174,Yes,No,0.29,1,226.2,59.9,9.43,8.8
0,124,Yes,No,0.0,1,180.0,41.0,4.49,15.3
0,132,Yes,Yes,2.78,1,174.5,78.8,7.279999999999999,10.3
0,190,Yes,Yes,2.67,1,116.7,59.7,7.3,9.9
0,101,Yes,No,0.0,1,93.8,29.0,7.5,10.7
0,185,No,Yes,3.48,2,154.1,71.8,5.94,12.9
0,68,Yes,Yes,2.67,0,226.5,85.7,5.1899999999999995,9.9
0,117,Yes,Yes,3.19,0,203.0,87.9,6.210000000000001,11.8
0,118,Yes,No,0.32,1,174.4,50.2,8.89,12.2
0,124,Yes,No,0.21,0,167.4,51.1,6.66,10.3
0,22,Yes,No,0.0,1,160.4,46.0,5.91,12.5
0,75,Yes,No,0.0,1,143.2,43.0,5.460000000000001,11.9
0,134,Yes,No,0.0,1,192.3,56.0,7.029999999999999,5.0
0,164,Yes,Yes,3.86,1,206.1,89.6,7.58,14.3
0,44,Yes,No,0.32,1,143.2,42.2,8.49,7.6
0,177,Yes,No,0.0,2,219.8,55.0,8.76,12.5
0,110,Yes,No,0.0,0,162.0,49.0,7.380000000000001,8.9
0,53,Yes,Yes,1.76,1,25.9,39.6,5.33,6.5
1,108,Yes,No,0.0,4,154.2,36.0,5.62,15.4
1,80,No,No,0.0,0,322.3,74.0,11.1,6.7
0,158,Yes,No,0.0,1,196.9,55.0,6.07,8.2
0,114,Yes,No,0.0,0,178.5,48.0,8.76,0.0
0,64,Yes,Yes,2.03,1,278.1,89.3,6.34,7.5
0,88,Yes,No,0.0,3,202.6,56.0,5.8100000000000005,11.8
0,82,No,No,0.0,3,195.8,54.0,5.6899999999999995,12.4
0,111,Yes,No,0.0,3,242.9,61.0,5.210000000000001,12.3
0,60,Yes,No,0.0,2,239.7,62.0,6.0600000000000005,12.4
0,113,Yes,No,0.0,3,132.1,44.0,7.380000000000001,6.9
0,109,Yes,No,0.0,1,204.0,55.0,5.35,8.2
0,105,Yes,Yes,3.48,0,101.9,71.8,6.16,12.9
0,85,Yes,No,0.0,2,198.5,52.0,9.23,13.3
0,131,Yes,No,0.46,0,153.4,47.6,9.93,10.4
0,59,Yes,No,0.27,2,166.3,51.7,6.970000000000001,10.0
0,148,Yes,No,0.45,1,172.2,50.5,8.52,9.5
0,210,Yes,No,0.28,2,104.6,33.8,7.48,6.5
0,115,Yes,No,0.0,0,232.2,56.0,7.95,7.2
0,106,Yes,No,0.0,1,261.4,64.0,9.93,6.0
0,93,Yes,No,0.0,1,98.4,38.0,7.48,14.2
0,57,Yes,Yes,3.51,1,266.9,102.1,6.16,13.0
0,98,Yes,No,0.41,1,174.2,53.1,9.78,5.1
0,157,Yes,No,0.0,3,263.2,62.0,8.29,2.2
0,116,Yes,Yes,2.24,1,187.4,80.4,8.64,8.3
0,30,Yes,No,0.0,2,162.3,49.0,7.199999999999999,9.1
1,111,Yes,No,0.0,4,176.9,39.0,5.14,10.5
0,52,Yes,No,0.0,0,165.5,46.0,5.279999999999999,12.2
0,72,Yes,No,0.0,4,204.8,54.0,9.49,10.4
1,135,Yes,Yes,3.48,4,201.4,90.8,12.33,12.9
0,86,Yes,No,0.42,3,177.5,52.2,8.98,10.1
0,98,Yes,Yes,3.46,3,166.9,81.6,9.46,12.8
0,151,Yes,No,0.0,3,222.9,47.0,4.03,5.8
0,118,Yes,No,0.0,0,140.4,40.0,9.36,7.9
0,117,Yes,No,0.41,2,144.6,51.1,7.9399999999999995,7.4
0,55,Yes,No,0.23,0,176.0,45.3,5.93,17.1
0,82,Yes,No,0.0,0,101.0,31.0,7.78,13.3
0,152,Yes,No,0.0,1,193.3,60.0,9.64,10.6
0,108,Yes,Yes,2.94,1,165.1,80.4,8.35,10.9
1,98,Yes,No,0.0,3,165.0,46.0,10.13,12.5
0,130,Yes,No,0.0,3,155.9,49.0,7.8100000000000005,11.7
0,136,No,No,0.0,1,186.2,53.0,5.74,11.8
0,47,Yes,No,0.0,3,155.3,43.0,9.41,12.3
0,189,Yes,No,0.0,3,195.3,56.0,6.84,11.3
0,107,Yes,No,0.0,1,157.1,41.0,8.13,12.1
1,91,Yes,No,0.0,5,154.4,41.0,8.42,11.7
1,159,Yes,No,0.0,3,189.1,54.0,12.31,10.4
0,11,Yes,Yes,2.7,2,131.5,69.0,6.51,10.0
0,167,Yes,No,0.0,1,166.4,49.0,7.16,9.9
0,111,Yes,No,0.26,2,142.3,37.6,6.14,12.8
0,99,Yes,Yes,1.97,2,87.7,53.7,6.15,7.3
0,159,Yes,Yes,4.56,0,171.1,93.6,9.73,16.9
0,114,No,Yes,3.32,2,174.5,82.2,6.210000000000001,12.3
0,71,Yes,No,0.0,2,103.3,30.0,6.93,9.0
0,122,Yes,No,0.0,1,35.1,22.0,9.04,12.7
0,100,Yes,Yes,3.51,1,233.6,89.1,7.07,13.0
0,83,Yes,Yes,3.19,1,78.5,63.9,5.529999999999999,11.8
1,64,Yes,No,0.0,5,224.1,40.0,8.25,12.3
0,105,Yes,No,0.0,1,193.2,57.0,7.82,9.0
0,144,Yes,Yes,3.29,2,238.6,92.9,9.88,12.2
1,106,No,Yes,3.89,1,270.3,103.9,10.76,14.4
0,19,Yes,Yes,3.05,1,156.6,76.5,6.210000000000001,11.3
0,46,Yes,No,0.42,1,139.4,47.2,6.1899999999999995,13.6
0,127,Yes,No,0.0,2,207.2,54.0,9.42,11.7
0,9,Yes,Yes,2.73,1,201.1,78.3,8.46,10.1
0,157,Yes,No,0.0,1,183.0,52.0,5.67,7.9
1,105,Yes,No,0.0,6,182.4,39.0,12.01,5.3
0,105,Yes,Yes,2.7,0,166.4,81.0,8.77,10.0
0,155,Yes,No,0.39,2,203.7,53.9,7.22,10.8
0,31,Yes,No,0.0,0,164.3,44.0,7.64,5.1
0,161,Yes,No,0.0,1,151.6,45.0,5.970000000000001,4.0
0,95,Yes,Yes,2.86,0,249.2,87.6,8.26,10.6
0,122,Yes,No,0.0,3,173.6,38.0,4.59,9.7
0,37,No,No,0.0,2,106.6,31.0,7.37,9.6
1,132,Yes,No,0.0,5,193.3,44.0,6.42,11.6
0,119,Yes,Yes,3.05,0,204.2,79.5,6.94,11.3
0,16,Yes,No,0.0,1,196.5,51.0,8.64,8.8
0,99,Yes,No,0.0,1,95.4,34.0,5.359999999999999,5.6
0,76,Yes,Yes,2.19,1,201.6,75.9,5.26,8.1
1,167,Yes,No,0.0,4,207.6,41.0,10.57,11.1
0,129,Yes,No,0.0,1,168.4,48.0,5.859999999999999,11.8
0,116,Yes,No,0.2,1,146.4,42.0,8.83,7.8
0,60,No,No,0.0,1,170.0,49.0,5.34,11.1
0,128,Yes,No,0.0,0,103.3,39.0,7.300000000000001,6.4
0,47,Yes,Yes,2.86,0,112.2,61.6,7.74,10.6
0,40,No,No,0.0,3,170.7,45.0,8.96,8.2
0,173,Yes,No,0.0,0,172.5,42.0,7.13,10.9
0,157,Yes,Yes,1.92,1,181.3,73.2,7.16,7.1
0,66,Yes,Yes,3.24,2,174.8,75.4,6.49,12.0
0,50,No,Yes,2.16,0,294.1,98.6,9.47,8.0
0,72,Yes,No,0.42,3,118.2,39.2,8.36,12.2
0,130,Yes,No,0.0,1,154.0,44.0,5.300000000000001,12.9
0,143,Yes,No,0.2,1,155.5,47.0,5.67,7.6
0,89,No,No,0.0,1,125.6,40.0,5.65,5.4
0,108,Yes,No,0.0,0,186.3,53.0,6.210000000000001,15.2
0,32,Yes,No,0.0,1,157.9,43.0,9.04,12.8
0,166,Yes,No,0.0,2,190.4,49.0,8.39,9.2
0,109,Yes,No,0.0,1,209.2,57.0,5.93,10.9
0,72,Yes,Yes,1.57,1,92.8,54.7,8.56,5.8
0,134,Yes,Yes,2.32,0,203.8,69.2,5.11,8.6
0,13,Yes,No,0.0,4,180.2,50.0,9.72,9.7
0,90,Yes,No,0.0,3,113.2,36.0,9.47,14.1
0,111,Yes,Yes,3.02,3,166.2,79.2,6.9399999999999995,11.2
0,101,Yes,Yes,1.97,1,249.2,77.7,7.85,7.3
0,72,Yes,No,0.0,0,194.8,52.0,9.79,13.1
0,67,Yes,Yes,2.03,1,232.4,75.3,7.41,7.5
1,172,Yes,No,0.0,3,287.1,64.0,8.92,14.4
0,154,Yes,Yes,2.43,2,179.3,71.3,8.27,9.0
0,69,Yes,No,0.29,2,181.2,56.9,7.109999999999999,9.7
0,123,Yes,No,0.15,3,198.0,56.5,5.85,9.8
0,130,Yes,Yes,2.35,0,141.9,67.5,6.449999999999999,8.7
0,142,Yes,Yes,1.59,2,207.5,73.9,6.98,5.9
0,29,Yes,No,0.0,1,157.4,40.0,7.25,9.3
0,87,Yes,Yes,3.02,0,143.5,74.2,6.18,11.2
0,149,Yes,No,0.0,0,156.0,32.0,2.8,8.9
0,146,No,No,0.0,2,160.1,45.0,5.42,9.2
1,88,No,No,0.0,4,235.1,62.0,12.59,7.2
1,119,No,Yes,2.35,5,160.0,69.5,10.48,8.7
0,48,Yes,No,0.0,1,175.4,47.0,8.3,13.2
0,135,Yes,No,0.0,1,181.8,54.0,6.77,11.0
0,100,Yes,No,0.0,1,234.8,54.0,6.5,6.9
0,98,Yes,No,0.0,4,208.2,56.0,5.68,11.9
0,75,Yes,Yes,3.62,2,118.5,75.2,5.699999999999999,13.4
0,180,Yes,Yes,2.05,1,218.8,80.5,6.65,7.6
0,100,Yes,Yes,3.13,1,202.9,90.3,7.9,11.6
0,119,Yes,Yes,2.16,2,204.1,77.6,6.039999999999999,8.0
0,86,Yes,No,0.0,0,83.5,33.0,6.0600000000000005,12.6
0,155,Yes,Yes,1.38,1,170.3,62.8,5.26,5.1
1,78,No,No,0.0,3,236.8,63.0,13.27,9.5
0,153,Yes,No,0.0,1,180.8,50.0,9.77,8.5
0,92,Yes,Yes,2.62,0,134.0,67.2,5.300000000000001,9.7
0,13,Yes,Yes,3.05,2,176.6,75.5,8.64,11.3
0,154,Yes,No,0.0,3,178.4,50.0,5.27,10.2
0,144,No,Yes,3.46,0,174.8,83.6,5.98,12.8
0,48,Yes,No,0.2,1,262.2,65.0,9.01,7.9
0,94,Yes,No,0.0,1,174.0,51.0,7.0600000000000005,7.9
0,139,Yes,No,0.0,1,165.0,50.0,7.49,12.6
0,126,Yes,No,0.0,1,215.7,54.0,8.44,11.8
0,122,Yes,No,0.29,2,107.9,41.9,6.789999999999999,9.5
0,139,Yes,No,0.0,1,208.3,52.0,7.89,11.3
0,95,Yes,No,0.0,3,141.1,42.0,5.57,5.9
0,80,Yes,Yes,2.89,4,166.4,77.9,6.92,10.7
0,131,Yes,Yes,2.05,3,236.6,82.5,6.359999999999999,7.6
0,36,Yes,No,0.0,1,165.6,49.0,5.66,10.9
0,180,Yes,No,0.0,2,139.0,43.0,6.25,15.7
0,25,Yes,No,0.0,2,134.3,41.0,5.119999999999999,12.6
0,113,Yes,No,0.0,3,202.9,58.0,7.01,4.9
0,88,Yes,Yes,3.08,1,168.6,79.8,5.66,11.4
0,120,Yes,No,0.0,1,165.4,45.0,8.42,9.3
0,74,Yes,No,0.0,1,106.4,31.0,7.01,11.4
0,109,Yes,No,0.0,2,170.7,50.0,7.01,11.4
0,162,Yes,Yes,3.32,0,171.5,80.2,9.16,12.3
0,124,Yes,Yes,2.4,1,161.2,69.0,5.210000000000001,8.9
0,177,Yes,No,0.27,2,84.9,39.7,7.880000000000001,7.5
0,91,Yes,No,0.0,1,204.9,57.0,6.51,10.6
1,105,No,No,0.0,0,270.9,66.0,11.31,8.8
1,24,Yes,No,0.23,2,243.0,59.3,9.2,15.3
0,48,Yes,No,0.0,0,128.2,26.0,2.41,8.9
0,86,Yes,No,0.0,2,126.3,36.0,8.44,9.8
0,163,Yes,No,0.35,4,165.7,52.5,5.789999999999999,10.6
0,91,Yes,No,0.3,0,159.0,52.0,7.76,10.1
0,56,Yes,No,0.0,3,150.9,40.0,8.09,11.7
0,147,No,Yes,2.19,3,206.9,77.9,5.43,8.1
0,64,Yes,No,0.43,2,168.0,49.3,9.62,10.1
1,108,Yes,Yes,2.59,4,162.1,68.9,8.59,9.6
0,159,Yes,No,0.29,5,185.8,53.9,9.78,16.5
0,136,No,No,0.0,3,243.8,64.0,6.51,9.1
0,116,Yes,Yes,2.97,1,169.8,79.7,5.640000000000001,11.0
0,45,Yes,Yes,2.08,1,183.8,76.8,7.710000000000001,7.7
0,122,Yes,No,0.23,2,140.1,46.3,6.57,11.2
0,138,Yes,No,0.0,5,181.3,50.0,9.5,9.0
0,132,Yes,No,0.0,1,117.6,39.0,5.699999999999999,8.8
0,101,No,No,0.38,0,180.7,52.8,9.33,11.6
0,58,Yes,No,0.29,2,230.1,63.9,6.57,7.8
0,81,Yes,No,0.0,1,145.4,36.0,6.47,5.2
0,87,Yes,No,0.0,3,169.1,44.0,8.5,9.9
0,116,Yes,No,0.0,2,216.3,55.0,9.23,8.8
0,85,No,No,0.38,4,184.2,55.8,5.59,8.3
1,62,Yes,Yes,3.0,4,186.4,79.0,10.05,11.1
0,90,Yes,No,0.0,0,76.1,38.0,9.52,10.8
0,98,Yes,No,0.0,2,162.8,44.0,9.25,6.0
0,73,Yes,No,0.0,1,169.3,48.0,9.96,18.0
0,107,No,No,0.0,2,181.4,55.0,7.390000000000001,11.2
0,55,Yes,Yes,3.38,2,176.3,76.8,5.93,12.5
0,76,Yes,Yes,2.57,3,160.1,67.7,8.44,9.5
0,30,Yes,No,0.0,3,145.0,46.0,7.039999999999999,7.1
0,157,Yes,No,0.0,4,207.7,48.0,5.97,11.5
